Title,Authors,Category_en,weighted_average
Banking Diploma Series Second Letter,['student publications'],['business and investment'],1.580483656112307
Alfred Hitchcock Composition-2 (Hardcover),['alfred hitchcock'],"['translation: composition ', ' compilation']",1.8707254841684606
The Kings of the Kingdom of Saudi Arabia,['manjurul haque'],['political personality'],2.286398410217037
"After praying, against the help of the combined prayer",['muhammad abdur rahman khandaker'],"['prayer, darood and yikar']",1.8707254841684606
Virtue and reward of good deeds,['hafez ziauddin al-mukaddi (r:)'],['the help of islamic period and period'],1.3869891040748714
Science in the game: 112 Funny Science Experiment (Hardcover),['bright kumar das'],['science and technology'],1.9353627420842303
The story of the Egypt (Hardcover),['nurul amin'],['child-teenage story'],1.3869891040748714
Full Picture Throne (Hardcover),['selina hossain'],['rabindranath'],3.0536557707415377
Vampire Across The Hall (Hardcover),['daisy melon'],"['translation: mystery, detective, horror, myth, thriller, and adventure']",1.8707254841684606
Ma'Ariful Hadith 5th,['maulana mohammad manjur nomani (ra)'],['hadith and sunnat'],1.9425446596304268
Beauty-1 chunk of Islam (hardcover),['ø\xadùƒùšù… ø§ù„ø§ù…øª ù…ùˆù„ø§ù†ø§ ø§ø´ø±ù\x81 ø¹ù„ùš øªù‡ø§ù†ùˆùš ø±ø\xad (hakimul ummat maulana ashraf ali thanvi rah.)'],['islam is the context'],2.43536274208423
Listen to Ya Elahi my prayer,['khadija akhtar akhta (editor)'],['islamic miscellaneous books'],1.8707254841684606
Children's Reflections (Paperback),['md mustafa zaman'],['personal and family life'],1.4353627420842303
Scratch in school bags (hardcover),['shahnawaz chowdhury'],['child-teenage story'],1.3869891040748714
Information and Communication Technology (Book of Practical Note),['peppersoft publication (editor)'],['stationary'],1.8707254841684606
Forty Hadith on Zakat (Hardcover),['maulana habibur rahman kasimi'],['hadith and sunnat'],1.8707254841684606
Hakimul Ummah Maulana Thanvi's selected events (hardcover),['abul hasan azmi'],"['prophet messenger, sahaba, tabee and oli-awlia']",1.3869891040748714
Textile Physics - 1 (Paperback),['d.mashair rahman'],['textile technology'],1.8707254841684606
Women's screen and female Waj (white) in the eyes of the Qur'an and Hadith,['at maulana.whom.fazlur rahman munshi (editor)'],['screen provision'],1.8707254841684606
Kohinoor (Hardcover),['anita joy'],"['mystery, detective, horror, myth, thriller, and adventure: translation']",1.3869891040748714
Saheeh Nurani Neulmul Qur'an (all the chunks together) (hardcover),['maulana mohammad abdul rahman khandaker'],['the help of islamic period and period'],1.3869891040748714
Story of Tawbar (Hardcover),['ibnu kudama makedi'],"['faith, akbida and taosa']",1.8707254841684606
Abdullah ibn Mas'ud (ra) in hundreds of stories,['uyias sarwar'],['muslim personality'],1.8707254841684606
The main four angels,['ruhani shaikh hazrat maulana emamuddin md. taha'],['islamic miscellaneous books'],1.8707254841684606
Mishap (Paperback) about Muhammad (Paperback),['shaikh abdur rahman bin mubarak ali'],"['prophet messenger, sahaba, tabee and oli-awlia']",1.8707254841684606
Hazrat Mary (A) (Hardcover),['maulana khandaker abdul awal (bulbuli)'],['biography of mahaji women'],1.8707254841684606
Heavenly songs,['hadrat mao: abdul wahhab (ra)'],['islamic miscellaneous books'],1.3869891040748714
Twelve Moon Virtues and Amal,['hafez maulana mufti mufti kasem'],['the help of islamic period and period'],1.8707254841684606
Subjective al-Qur'an subjects - 1 (Hardcover),['maulana doctor shah muhammad abdur raim'],['the quran'],1.3869891040748714
Dowry (Hardcover),['mufti rashid ahmad'],['islamic ideals and doctrine'],1.8707254841684606
Jindalash (Hardcover),['anish das apu (translator)'],['horror and supernatural stories'],1.4975574195248347
Sahih al-Bukhari (second volume) (Hardcover),['hafez imam shaikh abu abdullah muhammad bin ishmael bukhari (rahemahullah)'],['hadith'],1.3869891040748714
Maternal life system (hardcover),['mufti maganur rahman qasimi (editor)'],['islamic rules and masayel'],1.3869891040748714
Heart melts series -58: The story that the heart wives-2 (Hardcover),['maulana mohammad mofizul islam'],['special day and events of islam'],1.8707254841684606
Simple Ilmudi Chigah Bangla (Hardcover),['mufti enayet ahmed rah.'],['arabic learning'],2.4981002151859824
The Koran of the Holy Quran (Hardcover),['maulana muhammad shahidul islam (editor)'],"['salat ', ' prayer']",1.8707254841684606
Innear (Hardcover),['rahat hossain'],['islamic novel'],1.3869891040748714
Modernity Professor Hazrat Haran Compilation in Islam (Hardcover),['professor muhammad hamidur rahman'],"['invitation, tabligh, lecture, discussion and waj']",1.9425446596304268
Wasazahati Majlis (Paperback),['maulana muhammad abdul malek'],"['invitation, tabligh, lecture, discussion and waj']",1.9261288480962633
Ways to know the wrong creed and purifying creed (hardcover),['mufti aaron rasulist (editor)'],"['faith, akbida and taosa']",1.3869891040748714
Handbook on C.PC.,['lokman hossain'],['civil price & practice law'],1.8707254841684606
Paradise Lost (Hardcover),['john milton'],['translation poems'],1.8707254841684606
Imam Ibn Majah (RA) Methodology and Hadith Compilation,['dr.muhammad manjurur rahman'],"['prophet messenger, sahaba, tabee and oli-awlia']",1.8707254841684606
Bakuratul Adab (Paperback),['maulana saiyud abdul ahad kasemi (r)'],['islamic translation book'],1.3869891040748714
Zola and seven ghosts,['kids books (editor)'],['when age 8-12: story'],1.8707254841684606
Olii does not die,['allama sajjad hossain rony chiishi saberi'],['islamic translation book'],1.6965803873347685
Short Technique Job Solution (MCCP Plus Explanation) (Paperback),['md azizur rahman'],['test preparation'],1.9353627420842303
Saleh of children.And Kowame Thamud (Paperback),['mufti muhammadullah'],['children-teenage: religious books'],1.3869891040748714
Science fair in the house (hardcover),['mamun abdul qayyum'],['science project'],1.8707254841684606
Biography and Miracle Events of Tajkatul Auliya or Auliya (Hardcover),['maulana mufti ishmael hossain faridpuri'],"['prophet messenger, sahaba, tabee and oli-awlia']",1.8707254841684606
Darocular Fiqh- 2nd chunk (hardcover),['mufti abdullah nariaj hafizahullah (editor)'],"['islamic law, fatwa and fiqh']",1.9425446596304268
Dream details second chunk,['allama khalil ibn shahin shaheri'],['islamic miscellaneous books'],1.8707254841684606
Death is not the last word (hardcover),['maulana julfika ahmad nodes'],"['death, hereafter and paradise-hell']",1.3869891040748714
Faculty Based Job Solutions 2017-2020 for MCQ (Paperback),['resent publication editorial board (editor)'],['others job preparation guide'],1.3869891040748714
Hazrat Yusuf (A :) and BB Julekha (Hardcover),['maulana abul kalam azad'],['islam is religious personality'],1.9425446596304268
Tafseer Jalaline Bangla 3rd,['islamia qutubhana (editor)'],['tafsir'],1.4975574195248347
Emergency prayers in everyday life (Paperback),['hafez maulana arif hossain majumder'],"['prayer, darood and yikar']",1.8707254841684606
Hazrat Thanbi RA.Enlightened Life (Paperback),['sayyid munawar hasan kazmi'],['muslim personality'],1.8707254841684606
Sunan ibn Majah Sharif (all the chunks together) (hardcover),['abu abdullah muhammad ibn yazid bin majah al-qaibini (ra)'],['hadith and sunnat'],1.3869891040748714
Peaceful golden family (hardcover),['maulana mubashish bin milli (editor)'],['islamic miscellaneous books'],1.8707254841684606
Short story,['manik bandyopadhyay'],['classical story'],1.8707254841684606
How do you pray?(Hardcover),['mufti abu bakr jaber kasemi'],"['salat ', ' prayer']",1.8707254841684606
"Faith vs Kufgar, Tauheed vs Shirk (Paperback)",['at.h.m.shamsur rahman'],"['faith, akbida and taosa']",1.3869891040748714
Prophet's state system (hardcover),['allama musahid rah'],"['islamic territory, governance and politics']",1.8707254841684606
Vola to the Ganges (Hardcover),['rahul sankritayon'],['ancient india'],1.3869891040748714
Prophet (peace be upon him) laughter-jokes (hardcover),['maulana kazi abdul gafur'],['islamic miscellaneous books'],1.6965803873347685
Islamic life system: Islamic ideal family system 5th chunk (hardcave),['(ø´ùšø® ø§ù„ø§ø³ù„ø§ù… ù…ù\x81øªùš ù…ø\xadù…ø¯ øªù‚ùš ø¹ø«ù…ø§ù†ùš) shaikhul islam mufti mufti muhammad toki uthmani'],['islamic ideals and doctrine'],1.3869891040748714
Ekushe means new light (hardcover),['zm kamrul anam'],['rhyme'],1.8707254841684606
Christianity distortion information and evidence (hardcover),['maulana abdul matin'],"['islamic research, criticism and essay']",1.8707254841684606
The principles of Muslim law,['d.f.mullah'],['muslim law'],1.3869891040748714
Bangla Faizul Kalam: Subject Hadith (Hardcover),['mufti azam allama faizullah (r).'],['hadith and sunnat'],1.3869891040748714
Tauhid's Masayel (Paperback),['maulana muhammad iqbal kailani'],['islamic rules and masayel'],1.8707254841684606
Some munajat (Paperback),['dr.at.andeat'],"['dua, dud and mention']",1.8707254841684606
Day National and International (Paperback),['mohammad belal hossain'],['general knowledge'],1.8707254841684606
Treasure House (Hardcover),['saniahen khan'],"[""children's islamic book""]",1.3869891040748714
Modern research and development system,['professor dr.mohammad selim bhuiyan'],['education and research'],1.3869891040748714
Some of the little ones,['rabeya khatun'],['child-teenage story'],1.8707254841684606
Memory of Liberation War (Hardca) of the freedom fighters,['mohammad abdur rob'],"['diary of the war of liberation, letters and summary']",1.3869891040748714
Rabindranath's illustrate Banbani (Hardcover),['mokarram hossain'],['environment and nature of bangladesh'],1.9425446596304268
Story-3 (Hardcover),['moinul ahsan saber'],['the whole of the story'],1.3869891040748714
Madhupuri,['rahul sankritayon'],['translation story'],1.8707254841684606
Islam in the formation of nation and life of children,['mohammad aminul haque'],"[""children's islamic book""]",1.8707254841684606
Molecule (Hardcover),['aditya anik'],['bengali poetry'],1.8707254841684606
Science Fiction: Mr.Brain,['rajiv mani das'],['science fiction'],4.129433967913233
Bangla Children's Rhyme and Poism (Hardcover),['dr.arjumanda ara banu'],['bengali poetry'],1.8707254841684606
Women's Bhuban (Hardcover),['baby moudud'],['women and children'],1.8707254841684606
Natural seven,['sraban ahmed'],['childrenis: general knowledge'],1.8707254841684606
The Old Man and the Sea (Hardcover),['ernest hemingway'],['translation novel'],1.3869891040748714
August one-night (hardcover),['selina hossain'],['novels based on political and liberation war'],1.8707254841684606
Speech during the Earth (Hardcover),['at advocate.whom.haroon or rashid'],['cheap history'],1.8707254841684606
The best five novels (hardcover),['mushtaq ahmed'],['novel compilation and whole'],2.9676244771725866
"Know-unknown: Although today, it is not false (hardcover)",['believers believe'],"['mathematics, science and technology miscellaneous']",1.8707254841684606
Bangabandhu and Bangladesh's release struggle (hardcover),['sheikh mustafa nurul amin'],['political personality'],1.8707254841684606
Modern agricultural messages and agricultural technology (hardcover),['the agronomists.md.akhtaruzzaman'],['agricultural technology and economics'],1.8707254841684606
Project Ectopus (Hardcor),['mushtaq ahmed'],['science fiction'],1.8707254841684606
Teesta (Hardcover),['haroon pasha'],['contemporary novel'],1.3869891040748714
Earth's diverse animals (hardcover),['faisal mahmud (editor)'],['animals and animals'],1.8707254841684606
Kamalakanta (Hardcover),['bankimchandra chattopadhyay'],['romantic literature'],1.8707254841684606
Land Development Tax (Hardcover),['hassan jahangir alam'],['properties law'],1.8707254841684606
Looking for the original home: Paradise (Hardcover),['maulana iqbal hussein raipuri'],"['death, hereafter and paradise-hell']",1.9425446596304268
Amirul Muminin Umar Ibn al-Khattab.Its 100 events (Hardcover),['kazi abul kalam siddiq'],"['prophet messenger, sahaba, tabee and oli-awlia']",1.8707254841684606
Vegetable cultivation in modern methods (hardcover),['agricultian: aishakar'],['crops and vegetables'],1.9353627420842303
Madras Muhammad in the Madras Muhammad.The Greatest,['hazratul allama solomon river (r :)'],"['invitation, tabligh, lecture, discussion and waj']",3.0536557707415377
Waz and Khutba-1 (Hardcover),['maulana muhammad raji nomani'],"['invitation, tabligh, lecture, discussion and waj']",1.8707254841684606
The Trial of Bahadur Shah Zafar (Hardcover),['hl & garate'],['translation: history and heritage'],1.8707254841684606
Thousands of Islam in questionnaire (hardcover),['maulana doctor shah muhammad abdur raim'],['islamic sawal-jawab'],1.8707254841684606
Moon clay terracotta,['knowledge'],['bengali poetry'],1.3869891040748714
Dajati technology and we (hardcover),['mufti saheeuddin kasimi'],"['islamic research, criticism and essay']",1.8707254841684606
The end is not the end (hardcover),['saiful islam jewel (editor)'],['story compilation and whole'],1.8707254841684606
Deuteronomy,['hasan hafizur rahman'],['bengali poetry'],1.3869891040748714
Birangana is the entire 1th section (hardcover) from the whole 1st,['surma zahid'],"['diary of the war of liberation, letters and summary']",1.8707254841684606
Insatiable Spirit (Hardcover),['mushtaq ahmed'],['supernatural and ghost'],1.3869891040748714
Best Story (Hardcover),['manik bandyopadhyay'],['classical story'],1.8707254841684606
My kids are my liberation war (hardcover),['rukunuddaulah'],"['diary of the war of liberation, letters and summary']",1.3869891040748714
The city of Rajshahi (Hardca),['mahbub siddiqui'],['district and region-based history of bangladesh'],1.3869891040748714
Composition-2,['shawkat ali'],['composite compilation and whole'],1.3869891040748714
Damaged Hermonica (Hardcover),['sujana abedin sonali'],['thriller'],2.3547002766676917
Anna Frank The Diary of a Young Girl (Hardcover),['ana frank'],['when age 12-17: biography book'],1.8707254841684606
History of modern Turkey (1919-1980) (Hardcover),['abdus salam'],['asia'],1.3869891040748714
Dumb Monkey (Paperback),['excel staffler'],['translation: children'],1.9261288480962633
Healing and Medical Color (Hardcover),['astrologer dr.shekhar roy'],['miscellaneous'],1.8707254841684606
Gray manuscripts (hardcover),['jibanananda das'],['bengali poetry'],1.9425446596304268
Balihara Bill Bills (Hardcover),['mosharraf hossain khan'],"[""children's novel""]",1.9425446596304268
Enclosure-28 (Hardcover),['akhtar zaman'],['science fiction'],1.8707254841684606
Women in invisible light (hardcover),['tanajira released'],['contemporary novel'],1.3869891040748714
Pali Linguistics and Lipotics (Hardcover),['dr.jagannath barua'],"['language research, articles and criticism']",1.3869891040748714
Panchgram (Hardcover),['tarashankar bandyopadhyay'],['classical novel'],1.4975574195248347
Where do I stand (hardcover),['naomi watan'],"[""women's biography""]",1.3869891040748714
All Quayte On The Western Front (Hardcover),['erich maria remark'],['translation: classical book'],1.4975574195248347
Biography of hundreds of scholars (hardcover),['michael h.heart'],"['translation: biography, memorabilia and interview']",1.3869891040748714
Students' educational story (hardcover),['abu taher'],['child-teenage story'],1.8707254841684606
Sheikh Mujibur Rahman's role (hardcover),['dr.ajit kumar das'],['history of language movement'],1.8707254841684606
Five martyrs in language movement (hardcover),['ahmad motiur rahman'],['historical personality'],1.3869891040748714
Sher-e-Bangla AK Fazlul Haque (Hardcover),['ahmad motiur rahman'],['historical personality'],1.8707254841684606
History of Buddhist Sanskrit literature (hardcover),['dr.jagannath barua'],['buddhist religious books'],1.9425446596304268
Purius (Hardcover),['syed waliullah'],['drama'],1.8707254841684606
Education Administration (Hardcover),['mohammad mujibur rahman'],['education'],1.8707254841684606
Meghdrash of Kalidas (Hardcover),['kalidas'],['translation: classical book'],1.8707254841684606
Acting Education (Topic Code: 822271) (Paperback),['dr.sheikh amjad hossain'],['education'],1.8707254841684606
"Qur'an Sharif: The original Arabic Bangla utterance means, including Nuul and the necessary explanation (Art Paper - White - Moderate - Moderate - SP3) (Hardcover)",['solemania book house'],['the quran'],1.8707254841684606
"In the story, Abdullah bin Umar (May Allah be pleased with him) is 100 incidents (hardcover)",['uyias sarwar'],"[""children's islamic book""]",1.8707254841684606
The best novel is the entire 2nd chunk (hardcave),['topendu mukhopadhyay'],['novel compilation and whole'],1.8707254841684606
Qudasi (Hardcover) in Hadith,['rafiqul islam chowdhury (editor)'],['discussion about hadith'],1.8707254841684606
Hirne Panna-4 (Hardcover),['maulana zulfikar ahmad nodes'],['islamic story'],1.8707254841684606
Hirne Panna-5 (Hardcover),['maulana zulfikar ahmad nodes'],['islamic story'],1.8707254841684606
Hirne Panna-6 (Hardcover),['maulana zulfikar ahmad nodes'],['islamic story'],1.8707254841684606
Ideal Islamic Wedding Shadi (Paperback),['hadrat mao: abdul wahhab (ra)'],['personal and family life'],1.8707254841684606
Towfatul Akhter (Paperback),['maulana hakim muhammad akhtar shahtar (ra)'],['arabic and urdu'],1.8707254841684606
IT Career Advice (Paperback),['ahm aminul islam'],['information and technology'],1.580483656112307
Manmater events-1 (Hardcover),['(ø´ùšø® ø§ù„ø§ø³ù„ø§ù… ù…ù\x81øªùš ù…ø\xadù…ø¯ øªù‚ùš ø¹ø«ù…ø§ù†ùš) shaikhul islam mufti mufti muhammad toki uthmani'],['special day and events of islam'],1.3869891040748714
Children's best story Dali (Hardcover),['g.s.'],['child-teenage story'],1.3869891040748714
Globalization: New Strategy of Imperialism,['yasir nadim'],['islamic miscellaneous books'],1.9425446596304268
Tohfatun: Women's best gifts (hardcover),['ø\xadùƒùšù… ø§ù„ø§ù…øª ù…ùˆù„ø§ù†ø§ ø§ø´ø±ù\x81 ø¹ù„ùš øªù‡ø§ù†ùˆùš ø±ø\xad (hakimul ummat maulana ashraf ali thanvi rah.)'],['women related'],1.3869891040748714
Hazrat Fatema ra.(Hardcover),['muhammad siddique al mindsabi'],['biography of mahaji women'],1.8707254841684606
Two novels of liberation war (hardcover),['selina hossain'],['novel of war of liberation'],1.8707254841684606
A few days before marriage,['imdadul haque milon'],['romantic novel'],1.8707254841684606
Imagine (Hardcover),['rabindranath tagore'],['bengali poetry'],1.8707254841684606
The news of Mouta and grave news (hardcover),['maulana tariq jamil'],"['death, hereafter and paradise-hell']",1.8707254841684606
Quran Based on Sunnah's document: Girls are one of the most important Mashael (Hardcover),['mufti abu bakr siddique (translator)'],['women related'],1.8707254841684606
Profesor's Selected Basic Essay (Paperback),['masudul hasan ronnie'],['english grammar and language learning'],1.8707254841684606
Mahabba Messenger (Hardcover),['allama mufti mubarakullah (editor)'],['islamic miscellaneous books'],1.4975574195248347
Best poem of Jibananda Das (Hardcover),['jibanananda das'],['classical poetry'],1.3869891040748714
Against the question (hardcover),['mozaffar hossain'],['interview'],1.3869891040748714
Sura Yusuf's Paras (Paperback),['shaikh ali jabir al-fififify'],['tafsir'],1.4353627420842303
Love is a miserable disorder (Hardcover),['happy faith'],['romantic poetry'],1.9425446596304268
The girl is character (hardcover),['mohammad ali'],['contemporary novel'],1.3869891040748714
Lighting birds (hardcover),['iqbal kabir mohan'],['children-teenage: religious books'],1.3869891040748714
Bengali teaching,['israt jahan'],['education and research'],1.8707254841684606
Common error-error correction-2 (Paperback),['dr.b. abdur razzak'],['islamic miscellaneous books'],1.8707254841684606
Khutbatul Ahkam (White) (Hardcover),['ø\xadùƒùšù… ø§ù„ø§ù…øª ù…ùˆù„ø§ù†ø§ ø§ø´ø±ù\x81 ø¹ù„ùš øªù‡ø§ù†ùˆùš ø±ø\xad (hakimul ummat maulana ashraf ali thanvi rah.)'],['islamic practices and guides'],1.3869891040748714
Competition is on the way to Paradise (Hardca),['dr.khalid abu shadi'],['the help of islamic period and period'],1.8707254841684606
The punishment of the grave and the peace of heaven (hardcover),['maulana tariq jamil'],"['death, hereafter and paradise-hell']",1.3869891040748714
Just for Malati (Hardcor),['alok kumar basu'],['contemporary novel'],1.3869891040748714
The story that burns in the heart: The light of faith (hardcover),['maulana ismail bukhari'],['islamic literature'],1.8707254841684606
Easy Necki (Hardcover),['mufti muhammad taki usmani'],['the help of islamic period and period'],1.8707254841684606
Women in tebhaga coup (1946-47) (Hardcover),['peter casters'],['woman'],1.8707254841684606
Abraham Lincoln is an endless journey of successful leader (hardcover),['dell carnegie'],['famous person'],1.8707254841684606
How to succeed (Paperback),['gm meherullah'],['islamic books: self-development'],1.3869891040748714
Mulakabul (Arabic-Bengali-Urdu) (Paperback),['ø\xadùƒùšù… ø§ù„ø§ù…øª ù…ùˆù„ø§ù†ø§ ø§ø´ø±ù\x81 ø¹ù„ùš øªù‡ø§ù†ùˆùš ø±ø\xad (hakimul ummat maulana ashraf ali thanvi rah.)'],['islamic practices and guides'],1.3869891040748714
Granny Zuli (Hardcover),['dakshinanjan mitra majumder'],['child-teenage story'],1.8707254841684606
Kalima's invitation (1st and 2nd chunk) (Hardcover),['hazrat maulana saad saheb cantalvi'],"['invitation, tabligh, lecture, discussion and waj']",1.3869891040748714
My book: Three (pre-primary education) inside one,['memory publications (editor)'],['when age 0-4: primary education'],1.8707254841684606
Tafsir Ibn Casir's second volume (hardcave),['allama ibn kathir (ra)'],['explanation'],1.8707254841684606
Name of Muslim Children (Hardcover),['a.k.yusuf (editor)'],['name of children'],1.3869891040748714
The description of the Resurrection (hardcover) of the Messenger (S),['maulana ashek elahi bulandashai rah'],['special day and events of islam'],1.4353627420842303
Husband's Honey Milton and Duty Duties (Hardcover),['maulana mohammad mahdi hasan siraji (editor)'],['personal and family life'],1.8707254841684606
Funny game (hardcover),['nazin sultana policy'],"[""children's book""]",1.3869891040748714
Civilization-crisis Dig-philosophy,['ahmad abdul quader'],['islamic miscellaneous books'],1.8707254841684606
Economy of Bangladesh (1196-2001) (Hardcover),['dr.mohammad hananan'],['economy: respect bangladesh'],1.9425446596304268
Literature pendency (hardcover),['sri chandra das'],['literature and literary'],1.8707254841684606
Bangladesh Bureau of Statistics Appointment Guide (Paperback),['mohammad ali'],['miscellaneous'],1.8707254841684606
Kamalakanta (Hardcover),['bankimchandra chattopadhyay'],['romantic literature'],1.8707254841684606
Rohingya Muslim (Paperback),['khandaker motahar hossain belal'],['international affairs articles'],1.3869891040748714
Jerusalem (Paperback),['caren armstrong'],['middle east'],1.8707254841684606
Nurani Bangla Pronunciation Quran Sharif and Tikas (Pocket 28-White) (Paperback),['maulana muhammad abdul hakim'],['conscience quran'],1.8707254841684606
Hazrat Ayesha ra.And Umme Ayman ra(Hardcover),['nafis khan'],['biography of mahaji women'],1.3869891040748714
That life is the heavens (hardcover),['omar shah'],['islamic miscellaneous books'],4.094913718186141
Direction of Vidyisha (Paperback),['dr.emdadul haque'],['philosophy book'],1.9425446596304268
Story of pir-schedules of children (hardcover),['maulana munirul islam'],['children-teenage: famous person and biography'],1.8707254841684606
Rosader's self-esteem (hardcover),['abm mohiuddin faradi'],"['fasting ', ' fasting']",1.8707254841684606
Current BCS Bangla Language & Literature (Paperback),['current editorship (editor)'],['bengali language and literature'],1.4353627420842303
Unpaid child (hardcover),['khadija bin mujjammil'],['islamic story'],1.3869891040748714
Wondering Earth and Story Stories,['siksin new'],['translation story'],4.644420429009625
The last result of leaving the madhhab left Islam (hardcover),['engineer md. monirul islam'],"['islamic research, criticism and essay']",1.3869891040748714
Law Practice of Criminal Procedure (Hardcover),['zahirul haque'],['others book on law'],1.8707254841684606
Registration Law and Rules,['dr.mohammad ansar ali khan'],['miscellaneous books related to law'],1.3869891040748714
Gitabitan (Hardcover),['rabindranath tagore'],['rabindra music'],1.8707254841684606
Heart melts series -63: Ideal young man-young girl-4 (hardcover),['maulana mohammad mofizul islam'],['islamic ideals and doctrine'],1.8707254841684606
Hazrat Shahjalal (R :) (Hardcover),['muhammad habibur rahman'],"[""children's islamic book""]",1.3869891040748714
Chain broken legs,['shamim ara'],['contemporary novel'],1.8707254841684606
Mokhedul Momenin or Paradise capital (1st-7th chunk) (hardcover),['ø\xadùƒùšù… ø§ù„ø§ù…øª ù…ùˆù„ø§ù†ø§ ø§ø´ø±ù\x81 ø¹ù„ùš øªù‡ø§ù†ùˆùš ø±ø\xad (hakimul ummat maulana ashraf ali thanvi rah.)'],['islamic practices and guides'],1.8707254841684606
The great statesman of the Prophet (peace be upon him) (hardcover),['maulana mohammad aminul islam rah'],['rasool in sita'],1.3869891040748714
Atheist Nandini (Hardcover),['motiur rahman'],['islamic novel'],1.9425446596304268
"Criminal Trial In Judicial Magistrate Court and Sessions Court -1st, 2010",['justice siddiqur rahman miah'],['criminal law topics'],1.6965803873347685
Important inquiries of life and amal (hardcover),['maulana doctor shah muhammad abdur raim (editor)'],['the help of islamic period and period'],2.4981002151859824
Destination Annone (Hardcover),['agatha christie'],"['mystery, detective, horror, myth, thriller, and adventure: translation']",1.9425446596304268
Basic Primary / Pre-Primary Assistant Teacher Recruitment Guide (Paperback),['employment editors (editors)'],['primary teacher entrance'],1.8707254841684606
Holy Nurani Hafizi Qur'an (plastic),['authority library (editor)'],['conscience quran'],1.3869891040748714
Ideal child,['maulana abdullah siddiqui'],['personal and family life'],1.3869891040748714
Islamic provisions in women's life (hardcover),['mufti hayat mahmud zakir'],['women related'],1.3869891040748714
Imam Ghazali (RA) Life (Hardcover),['late hafez maulana abdul jalil'],"['prophet messenger, sahaba, tabee and oli-awlia']",1.8707254841684606
During the period Savior (Hardcover),['maulana abu tariq siddiqui'],['the help of islamic period and period'],2.4981002151859824
Women in the age of age (hardcover),['isaac obaidi'],['women related'],1.3869891040748714
Forty ghost box,['mir delwar hossain'],['child-adolescent ghost'],1.9425446596304268
Eye sand (hardcover),['rabindranath tagore'],['classical novel'],1.580483656112307
Beerhesati (1st - 11th Volume Flower) (Hardcover),['ø\xadùƒùšù… ø§ù„ø§ù…øª ù…ùˆù„ø§ù†ø§ ø§ø´ø±ù\x81 ø¹ù„ùš øªù‡ø§ù†ùˆùš ø±ø\xad (hakimul ummat maulana ashraf ali thanvi rah.)'],['the help of islamic period and period'],1.3869891040748714
Final Short Section (Many Election JSC-2019) (Paperback),['victory publications (editor)'],['ssc and equivalent: suggestions & supplements'],1.8707254841684606
In the glory of the Prophets (Hardcover),['mufti muhammad rafi usmani'],['typical and travel'],1.8707254841684606
Shade of Islam (Hardcover),['maulana kalim siddiqui'],['islamic miscellaneous books'],1.3869891040748714
World Serry teenage science fiction,['anish das apu'],"['the entire ', ' compilation of science fiction']",1.3869891040748714
Ruplasi (Hardcover),['poonam priam'],['fashion and ruputras'],1.8707254841684606
Our reading (Paperback),['zm kamrul anam'],['when age 0-4: primary education'],1.8707254841684606
The Amar Word of Hazrat Gossul Azam,['hadrat abdul quader jilani (rh)'],"['invitation, tabligh, lecture, discussion and waj']",1.8707254841684606
"Sahih Nurani Koran Sharif (Hardcover), including Bangla pronunciation",['ø\xadùƒùšù… ø§ù„ø§ù…øª ù…ùˆù„ø§ù†ø§ ø§ø´ø±ù\x81 ø¹ù„ùš øªù‡ø§ù†ùˆùš ø±ø\xad (hakimul ummat maulana ashraf ali thanvi rah.)'],['conscience quran'],1.3869891040748714
Four caliphs (ra :),['alhaj mao: ismail hossain'],"['prophet messenger, sahaba, tabee and oli-awlia']",1.8707254841684606
Mobile Phone girl (hardcover),['zahurul islam allowed'],['contemporary story'],1.8707254841684606
Bloodchari Day (Hardcover),['bir freedom fighter alhaj mohammad mostaq hossain'],['bengali poetry'],1.3869891040748714
New Zealand: Dreaming South Island (Hardcor),['noor - ul alam'],['typical and travel'],1.8707254841684606
Chillakee ghosts (hardcover),['rakib hasan'],['child-adolescent ghost'],1.3869891040748714
Sashr's trial (hardcover) in the world,['munirul islam'],['special day and events of islam'],1.8707254841684606
The story is not but (hardcover),['maulana nasim arafat'],"[""children's islamic book""]",1.3869891040748714
Best writings (hardcover),['dr. lutfar rahman'],['composite compilation and whole'],1.8707254841684606
Degradation and winning story (hardcover),['sharif muhammad'],"['islamic research, criticism and essay']",1.3869891040748714
Karam in Auliya,['ruhani shaikh hazrat maulana emamuddin md. taha'],"['prophet messenger, sahaba, tabee and oli-awlia']",1.4353627420842303
Best writings (hardcover),['sukanta bhattacharya'],['composite compilation and whole'],1.8707254841684606
Mokhedul Momenin or Punji of heaven (hardcover),['mufti maulana abdus salam'],['the help of islamic period and period'],1.3869891040748714
The Malatij Falcon,['desperate hamet'],"['mystery, detective, horror, myth, thriller, and adventure: translation']",1.8707254841684606
The second caliph of Islam is the biography of Hazrat Omar Faruk (R),['maulana katib ahmad thayad kahada mm (editor)'],"['prophet messenger, sahaba, tabee and oli-awlia']",1.8965803873347684
Life's (2nd chunk) (Paperback),['dr.emdadul haque'],['philosophy book'],1.3869891040748714
Introduction To Application Of Computer In Textile (Paperback),['dr. hosne ara begum'],['textile engineering'],1.8707254841684606
Minor ACTs (Hardcover),['professor dr.atm kamrul islam'],['documentary law'],1.9425446596304268
Omar in hundreds of stories (hardcover),['khalid minshawi'],"['prophet messenger, sahaba, tabee and oli-awlia']",1.8707254841684606
